Date,Number of fatal crashes,Number Fatalities,DateID
1990-09-21,9,12,Date1990095
1990-09-21,9,12,Date1990095
1990-09-22,14,16,Date1990096
1990-09-23,10,10,Date1990097
1990-09-24,8,9,Date1990091
1990-09-24,8,9,Date1990091
1990-09-25,6,18,Date1990092
1990-09-26,1,1,Date1990093
1990-09-27,10,10,Date1990094
1990-09-28,4,4,Date1990095
1990-09-28,4,4,Date1990095
1990-09-29,6,7,Date1990096
1990-09-30,5,6,Date1990097
1990-10-01,3,3,Date1990101
1990-10-01,3,3,Date1990101
1990-10-02,6,6,Date1990102
1990-10-03,6,7,Date1990103
1990-10-04,5,6,Date1990104
1990-10-05,8,8,Date1990105
1990-10-05,8,8,Date1990105
1990-10-06,6,7,Date1990106
1990-10-07,5,6,Date1990107
1990-10-08,4,5,Date1990101
1990-10-08,4,5,Date1990101
1990-10-09,2,2,Date1990102
1990-10-10,4,5,Date1990103
1990-10-11,4,5,Date1990104
1990-10-12,7,7,Date1990105
1990-10-12,7,7,Date1990105
1990-10-13,9,10,Date1990106
1990-10-14,5,5,Date1990107
1990-10-15,5,8,Date1990101
1990-10-15,5,8,Date1990101
1990-10-16,3,3,Date1990102
1990-10-17,3,3,Date1990103
1990-10-18,2,2,Date1990104
1990-10-19,5,5,Date1990105
1990-10-19,5,5,Date1990105
1990-10-20,8,10,Date1990106
1990-10-21,7,7,Date1990107
1990-10-22,3,3,Date1990101
1990-10-22,3,3,Date1990101
1990-10-23,2,2,Date1990102
1990-10-24,6,6,Date1990103
1990-10-25,5,7,Date1990104
1990-10-26,5,5,Date1990105
1990-10-26,5,5,Date1990105
1990-10-27,9,9,Date1990106
1990-10-28,4,6,Date1990107
1990-10-29,2,4,Date1990101
1990-10-29,2,4,Date1990101
1990-10-30,2,2,Date1990102
1990-10-31,3,3,Date1990103
1990-11-01,7,9,Date1990114
1990-11-02,3,3,Date1990115
1990-11-02,3,3,Date1990115
1990-11-03,5,7,Date1990116
1990-11-04,7,8,Date1990117
1990-11-05,4,4,Date1990111
1990-11-06,5,5,Date1990112
1990-11-07,3,3,Date1990113
1990-11-08,11,14,Date1990114
1990-11-09,9,9,Date1990115
1990-11-09,9,9,Date1990115
1990-11-10,2,3,Date1990116
1990-11-11,4,4,Date1990117
1990-11-12,2,2,Date1990111
1990-11-13,1,1,Date1990112
1990-11-14,6,7,Date1990113
1990-11-15,5,6,Date1990114
1990-11-16,9,10,Date1990115
1990-11-16,9,10,Date1990115
1990-11-17,8,9,Date1990116
1990-11-18,9,10,Date1990117
1990-11-19,1,1,Date1990111
1990-11-20,4,4,Date1990112
1990-11-21,11,14,Date1990113
1990-11-22,1,1,Date1990114
1990-11-23,2,3,Date1990115
1990-11-23,2,3,Date1990115
1990-11-24,7,8,Date1990116
1990-11-25,2,2,Date1990117
1990-11-26,2,2,Date1990111
1990-11-27,3,4,Date1990112
1990-11-28,5,5,Date1990113
1990-11-29,4,4,Date1990114
1990-11-30,9,9,Date1990115
1990-11-30,9,9,Date1990115
1990-12-01,7,7,Date1990126
1990-12-02,11,12,Date1990127
1990-12-03,1,1,Date1990121
1990-12-03,1,1,Date1990121
1990-12-04,3,3,Date1990122
1990-12-05,6,6,Date1990123
1990-12-06,7,8,Date1990124
1990-12-07,9,9,Date1990125
1990-12-07,9,9,Date1990125
1990-12-08,10,12,Date1990126
1990-12-09,11,13,Date1990127
1990-12-10,3,4,Date1990121
1990-12-10,3,4,Date1990121
1990-12-11,6,7,Date1990122
1990-12-12,8,8,Date1990123
1990-12-13,4,5,Date1990124
1990-12-14,10,16,Date1990125
1990-12-14,10,16,Date1990125
1990-12-15,12,12,Date1990126
1990-12-16,7,8,Date1990127
1990-12-17,4,5,Date1990121
1990-12-17,4,5,Date1990121
1990-12-18,3,3,Date1990122
1990-12-19,8,8,Date1990123
1990-12-20,4,4,Date1990124
1990-12-21,11,12,Date1990125
1990-12-21,11,12,Date1990125
1990-12-22,7,8,Date1990126
1990-12-23,4,7,Date1990127
1990-12-24,5,5,Date1990121
1990-12-24,5,5,Date1990121
1990-12-25,3,3,Date1990122
1990-12-26,8,8,Date1990123
1990-12-27,5,6,Date1990124
1990-12-28,4,4,Date1990125
1990-12-28,4,4,Date1990125
1990-12-29,7,7,Date1990126
1990-12-30,3,5,Date1990127
1990-12-31,6,7,Date1990121
1990-12-31,6,7,Date1990121
1991-01-01,7,7,Date1991012
1991-01-02,6,6,Date1991013
1991-01-03,5,5,Date1991014
1991-01-04,1,1,Date1991015
1991-01-04,1,1,Date1991015
1991-01-05,1,1,Date1991016
1991-01-06,5,5,Date1991017
1991-01-07,4,4,Date1991011
1991-01-07,4,4,Date1991011
1991-01-08,3,3,Date1991012
1991-01-09,8,8,Date1991013
1991-01-10,6,8,Date1991014
1991-01-11,8,8,Date1991015
1991-01-11,8,8,Date1991015
1991-01-12,3,3,Date1991016
1991-01-13,9,14,Date1991017
1991-01-14,0,0,Date1991011
1991-01-14,0,0,Date1991011
1991-01-15,6,6,Date1991012
1991-01-16,4,4,Date1991013
1991-01-17,9,9,Date1991014
1991-01-18,4,4,Date1991015
1991-01-18,4,4,Date1991015
1991-01-19,7,7,Date1991016
1991-01-20,4,5,Date1991017
1991-01-21,7,7,Date1991011
1991-01-21,7,7,Date1991011
1991-01-22,3,3,Date1991012
1991-01-23,7,7,Date1991013
1991-01-24,5,6,Date1991014
1991-01-25,5,7,Date1991015
1991-01-25,5,7,Date1991015
1991-01-26,10,10,Date1991016
1991-01-27,8,9,Date1991017
1991-01-28,3,3,Date1991011
1991-01-28,3,3,Date1991011
1991-01-29,2,2,Date1991012
1991-01-30,0,0,Date1991013
1991-01-31,7,9,Date1991014
1991-02-01,9,9,Date1991025
1991-02-01,9,9,Date1991025
1991-02-02,6,6,Date1991026
1991-02-03,4,5,Date1991027
1991-02-04,2,2,Date1991021
1991-02-05,3,4,Date1991022
1991-02-06,8,9,Date1991023
1991-02-07,5,6,Date1991024
1991-02-08,8,9,Date1991025
1991-02-08,8,9,Date1991025
1991-02-09,6,6,Date1991026
1991-02-10,6,6,Date1991027
1991-02-11,1,1,Date1991021
1991-02-12,3,3,Date1991022
1991-02-13,3,3,Date1991023
1991-02-14,3,4,Date1991024
1991-02-15,4,4,Date1991025
1991-02-15,4,4,Date1991025
1991-02-16,8,11,Date1991026
1991-02-17,8,10,Date1991027
1991-02-18,7,7,Date1991021
1991-02-19,9,10,Date1991022
1991-02-20,2,3,Date1991023
1991-02-21,6,6,Date1991024
1991-02-22,5,6,Date1991025
1991-02-22,5,6,Date1991025
1991-02-23,5,5,Date1991026
1991-02-24,5,6,Date1991027
1991-02-25,3,3,Date1991021
1991-02-26,1,1,Date1991022
1991-02-27,1,1,Date1991023
1991-02-28,6,7,Date1991024
1991-03-01,8,8,Date1991035
1991-03-01,8,8,Date1991035
1991-03-02,10,13,Date1991036
1991-03-03,8,9,Date1991037
1991-03-04,3,4,Date1991031
1991-03-05,4,5,Date1991032
1991-03-06,6,7,Date1991033
1991-03-07,5,6,Date1991034
1991-03-08,7,7,Date1991035
1991-03-08,7,7,Date1991035
1991-03-09,7,8,Date1991036
1991-03-10,9,14,Date1991037
1991-03-11,3,4,Date1991031
1991-03-12,3,5,Date1991032
1991-03-13,6,6,Date1991033
1991-03-14,2,4,Date1991034
1991-03-15,8,10,Date1991035
1991-03-15,8,10,Date1991035
1991-03-16,10,12,Date1991036
1991-03-17,3,3,Date1991037
1991-03-18,3,3,Date1991031
1991-03-19,1,1,Date1991032
1991-03-20,5,5,Date1991033
1991-03-21,1,1,Date1991034
1991-03-22,7,7,Date1991035
1991-03-22,7,7,Date1991035
1991-03-23,5,6,Date1991036
1991-03-24,3,4,Date1991037
1991-03-25,4,4,Date1991031
1991-03-26,7,9,Date1991032
1991-03-27,3,3,Date1991033
1991-03-28,9,10,Date1991034
1991-03-29,8,13,Date1991035
1991-03-29,8,13,Date1991035
1991-03-30,8,10,Date1991036
1991-03-31,4,4,Date1991037
1991-04-01,3,3,Date1991041
1991-04-02,5,5,Date1991042
1991-04-03,4,4,Date1991043
1991-04-04,2,2,Date1991044
1991-04-05,3,3,Date1991045
1991-04-05,3,3,Date1991045
1991-04-06,14,19,Date1991046
1991-04-07,13,16,Date1991047
1991-04-08,1,1,Date1991041
1991-04-09,6,6,Date1991042
1991-04-10,4,5,Date1991043
1991-04-11,4,6,Date1991044
1991-04-12,5,5,Date1991045
1991-04-12,5,5,Date1991045
1991-04-13,11,12,Date1991046
1991-04-14,5,5,Date1991047
1991-04-15,3,4,Date1991041
1991-04-16,6,6,Date1991042
1991-04-17,5,6,Date1991043
1991-04-18,3,3,Date1991044
1991-04-19,5,6,Date1991045
1991-04-19,5,6,Date1991045
1991-04-20,4,5,Date1991046
1991-04-21,6,6,Date1991047
1991-04-22,6,7,Date1991041
1991-04-23,7,8,Date1991042
1991-04-24,8,9,Date1991043
1991-04-25,3,4,Date1991044
1991-04-26,3,4,Date1991045
1991-04-26,3,4,Date1991045
1991-04-27,4,5,Date1991046
1991-04-28,4,4,Date1991047
1991-04-29,4,4,Date1991041
1991-04-30,6,6,Date1991042
1991-05-01,3,3,Date1991053
1991-05-02,5,7,Date1991054
1991-05-03,8,8,Date1991055
1991-05-03,8,8,Date1991055
1991-05-04,5,5,Date1991056
1991-05-05,5,5,Date1991057
1991-05-06,4,4,Date1991051
1991-05-06,4,4,Date1991051
1991-05-07,5,5,Date1991052
1991-05-08,7,7,Date1991053
1991-05-09,3,3,Date1991054
1991-05-10,5,6,Date1991055
1991-05-10,5,6,Date1991055
1991-05-11,9,9,Date1991056
1991-05-12,6,6,Date1991057
1991-05-13,3,3,Date1991051
1991-05-13,3,3,Date1991051
1991-05-14,2,2,Date1991052
1991-05-15,5,6,Date1991053
1991-05-16,4,4,Date1991054
1991-05-17,3,4,Date1991055
1991-05-17,3,4,Date1991055
1991-05-18,8,8,Date1991056
1991-05-19,5,5,Date1991057
1991-05-20,8,9,Date1991051
1991-05-20,8,9,Date1991051
1991-05-21,4,4,Date1991052
1991-05-22,4,4,Date1991053
1991-05-23,3,3,Date1991054
1991-05-24,0,0,Date1991055
1991-05-24,0,0,Date1991055
1991-05-25,12,12,Date1991056
1991-05-26,4,7,Date1991057
1991-05-27,3,3,Date1991051
1991-05-27,3,3,Date1991051
1991-05-28,1,1,Date1991052
1991-05-29,4,4,Date1991053
1991-05-30,7,7,Date1991054
1991-05-31,4,6,Date1991055
1991-05-31,4,6,Date1991055
1991-06-01,6,7,Date1991066
1991-06-02,3,4,Date1991067
1991-06-03,0,0,Date1991061
1991-06-04,0,0,Date1991062
1991-06-05,7,7,Date1991063
1991-06-06,2,2,Date1991064
1991-06-07,11,13,Date1991065
1991-06-07,11,13,Date1991065
1991-06-08,6,6,Date1991066
1991-06-09,5,5,Date1991067
1991-06-10,1,1,Date1991061
1991-06-11,3,3,Date1991062
1991-06-12,2,2,Date1991063
1991-06-13,4,4,Date1991064
1991-06-14,3,3,Date1991065
1991-06-14,3,3,Date1991065
1991-06-15,9,10,Date1991066
1991-06-16,7,8,Date1991067
1991-06-17,2,3,Date1991061
1991-06-18,1,1,Date1991062
1991-06-19,7,7,Date1991063
1991-06-20,7,8,Date1991064
1991-06-21,5,6,Date1991065
1991-06-21,5,6,Date1991065
1991-06-22,10,11,Date1991066
1991-06-23,4,4,Date1991067
1991-06-24,4,4,Date1991061
1991-06-25,3,3,Date1991062
1991-06-26,2,2,Date1991063
1991-06-27,5,5,Date1991064
1991-06-28,3,4,Date1991065
1991-06-28,3,4,Date1991065
1991-06-29,9,10,Date1991066
1991-06-30,7,7,Date1991067
1991-07-01,8,9,Date1991071
1991-07-01,8,9,Date1991071
1991-07-02,2,2,Date1991072
1991-07-03,6,8,Date1991073
1991-07-04,2,2,Date1991074
1991-07-05,8,8,Date1991075
1991-07-05,8,8,Date1991075
1991-07-06,9,10,Date1991076
1991-07-07,10,11,Date1991077
1991-07-08,3,4,Date1991071
1991-07-08,3,4,Date1991071
1991-07-09,1,1,Date1991072
1991-07-10,0,0,Date1991073
1991-07-11,8,8,Date1991074
1991-07-12,9,9,Date1991075
1991-07-12,9,9,Date1991075
1991-07-13,10,11,Date1991076
1991-07-14,3,4,Date1991077
1991-07-15,6,6,Date1991071
1991-07-15,6,6,Date1991071
1991-07-16,2,2,Date1991072
1991-07-17,5,9,Date1991073
1991-07-18,2,2,Date1991074
1991-07-19,2,2,Date1991075
1991-07-19,2,2,Date1991075
1991-07-20,7,8,Date1991076
1991-07-21,7,7,Date1991077
1991-07-22,5,7,Date1991071
1991-07-22,5,7,Date1991071
1991-07-23,4,5,Date1991072
1991-07-24,4,4,Date1991073
1991-07-25,4,4,Date1991074
1991-07-26,8,10,Date1991075
1991-07-26,8,10,Date1991075
1991-07-27,8,10,Date1991076
1991-07-28,4,5,Date1991077
1991-07-29,5,7,Date1991071
1991-07-29,5,7,Date1991071
1991-07-30,7,7,Date1991072
1991-07-31,4,5,Date1991073
1991-08-01,2,2,Date1991084
1991-08-02,9,10,Date1991085
1991-08-02,9,10,Date1991085
1991-08-03,12,14,Date1991086
1991-08-04,8,8,Date1991087
1991-08-05,4,6,Date1991081
1991-08-05,4,6,Date1991081
1991-08-06,2,3,Date1991082
1991-08-07,3,4,Date1991083
1991-08-08,7,8,Date1991084
1991-08-09,3,3,Date1991085
1991-08-09,3,3,Date1991085
1991-08-10,3,3,Date1991086
1991-08-11,7,7,Date1991087
1991-08-12,6,7,Date1991081
1991-08-12,6,7,Date1991081
1991-08-13,5,6,Date1991082
1991-08-14,6,7,Date1991083
1991-08-15,3,3,Date1991084
1991-08-16,10,13,Date1991085
1991-08-16,10,13,Date1991085
1991-08-17,7,12,Date1991086
1991-08-18,8,10,Date1991087
1991-08-19,4,4,Date1991081
1991-08-19,4,4,Date1991081
1991-08-20,4,4,Date1991082
1991-08-21,9,10,Date1991083
1991-08-22,4,4,Date1991084
1991-08-23,3,3,Date1991085
1991-08-23,3,3,Date1991085
1991-08-24,7,10,Date1991086
1991-08-25,5,5,Date1991087
1991-08-26,5,5,Date1991081
1991-08-26,5,5,Date1991081
1991-08-27,4,4,Date1991082
1991-08-28,3,3,Date1991083
1991-08-29,4,4,Date1991084
1991-08-30,6,6,Date1991085
1991-08-30,6,6,Date1991085
1991-08-31,6,6,Date1991086
1991-09-01,2,4,Date1991097
1991-09-02,5,5,Date1991091
1991-09-02,5,5,Date1991091
1991-09-03,2,2,Date1991092
1991-09-04,6,7,Date1991093
1991-09-05,2,2,Date1991094
1991-09-06,8,8,Date1991095
1991-09-06,8,8,Date1991095
1991-09-07,4,5,Date1991096
1991-09-08,8,13,Date1991097
1991-09-09,0,0,Date1991091
1991-09-09,0,0,Date1991091
1991-09-10,2,2,Date1991092
1991-09-11,5,5,Date1991093
1991-09-12,4,5,Date1991094
1991-09-13,7,8,Date1991095
1991-09-13,7,8,Date1991095
1991-09-14,13,14,Date1991096
1991-09-15,4,4,Date1991097
1991-09-16,5,6,Date1991091
1991-09-16,5,6,Date1991091
1991-09-17,5,5,Date1991092
1991-09-18,1,1,Date1991093
1991-09-19,6,7,Date1991094
1991-09-20,8,9,Date1991095
1991-09-20,8,9,Date1991095
1991-09-21,8,10,Date1991096
1991-09-22,5,5,Date1991097
1991-09-23,5,5,Date1991091
1991-09-23,5,5,Date1991091
1991-09-24,5,5,Date1991092
1991-09-25,3,3,Date1991093
1991-09-26,10,13,Date1991094
1991-09-27,10,13,Date1991095
1991-09-27,10,13,Date1991095
1991-09-28,7,7,Date1991096
1991-09-29,5,5,Date1991097
1991-09-30,3,3,Date1991091
1991-09-30,3,3,Date1991091
1991-10-01,7,8,Date1991102
1991-10-02,3,3,Date1991103
1991-10-03,5,5,Date1991104
1991-10-04,5,5,Date1991105
1991-10-04,5,5,Date1991105
1991-10-05,9,12,Date1991106
1991-10-06,10,10,Date1991107
1991-10-07,6,6,Date1991101
1991-10-07,6,6,Date1991101
1991-10-08,3,3,Date1991102
1991-10-09,2,2,Date1991103
1991-10-10,3,3,Date1991104
1991-10-11,6,7,Date1991105
1991-10-11,6,7,Date1991105
1991-10-12,8,9,Date1991106
1991-10-13,3,3,Date1991107
1991-10-14,4,6,Date1991101
1991-10-14,4,6,Date1991101
1991-10-15,4,6,Date1991102
1991-10-16,9,10,Date1991103
1991-10-17,5,5,Date1991104
1991-10-18,7,8,Date1991105
1991-10-18,7,8,Date1991105
1991-10-19,7,7,Date1991106
1991-10-20,7,7,Date1991107
1991-10-21,4,4,Date1991101
1991-10-21,4,4,Date1991101
1991-10-22,1,1,Date1991102
1991-10-23,6,9,Date1991103
1991-10-24,2,2,Date1991104
1991-10-25,9,9,Date1991105
1991-10-25,9,9,Date1991105
1991-10-26,8,8,Date1991106
1991-10-27,8,9,Date1991107
1991-10-28,5,5,Date1991101
1991-10-28,5,5,Date1991101
1991-10-29,1,1,Date1991102
1991-10-30,2,2,Date1991103
1991-10-31,2,2,Date1991104
1991-11-01,4,4,Date1991115
1991-11-01,4,4,Date1991115
1991-11-02,8,8,Date1991116
1991-11-03,4,6,Date1991117
1991-11-04,2,2,Date1991111
1991-11-04,2,2,Date1991111
1991-11-05,4,4,Date1991112
1991-11-06,6,7,Date1991113
1991-11-07,4,4,Date1991114
1991-11-08,5,6,Date1991115
1991-11-08,5,6,Date1991115
1991-11-09,13,15,Date1991116
1991-11-10,4,5,Date1991117
1991-11-11,3,3,Date1991111
1991-11-11,3,3,Date1991111
1991-11-12,6,6,Date1991112
1991-11-13,3,3,Date1991113
1991-11-14,2,2,Date1991114
1991-11-15,9,10,Date1991115
1991-11-15,9,10,Date1991115
1991-11-16,3,4,Date1991116
1991-11-17,5,7,Date1991117
1991-11-18,5,5,Date1991111
1991-11-18,5,5,Date1991111
1991-11-19,4,5,Date1991112
1991-11-20,3,3,Date1991113
1991-11-21,3,4,Date1991114
1991-11-22,4,4,Date1991115
1991-11-22,4,4,Date1991115
1991-11-23,6,6,Date1991116
1991-11-24,9,9,Date1991117
1991-11-25,5,6,Date1991111
1991-11-25,5,6,Date1991111
1991-11-26,4,4,Date1991112
1991-11-27,5,6,Date1991113
1991-11-28,4,4,Date1991114
1991-11-29,8,10,Date1991115
1991-11-29,8,10,Date1991115
1991-11-30,4,4,Date1991116
1991-12-01,9,9,Date1991127
1991-12-02,8,8,Date1991121
1991-12-02,8,8,Date1991121
1991-12-03,10,11,Date1991122
1991-12-04,4,4,Date1991123
1991-12-05,5,6,Date1991124
1991-12-06,7,8,Date1991125
1991-12-06,7,8,Date1991125
1991-12-07,5,5,Date1991126
1991-12-08,4,5,Date1991127
1991-12-09,2,3,Date1991121
1991-12-09,2,3,Date1991121
1991-12-10,3,3,Date1991122
1991-12-11,5,8,Date1991123
1991-12-12,8,8,Date1991124
1991-12-13,5,6,Date1991125
1991-12-13,5,6,Date1991125
1991-12-14,6,7,Date1991126
1991-12-15,6,6,Date1991127
1991-12-16,8,10,Date1991121
1991-12-16,8,10,Date1991121
1991-12-17,4,5,Date1991122
1991-12-18,3,4,Date1991123
1991-12-19,5,6,Date1991124
1991-12-20,9,10,Date1991125
1991-12-20,9,10,Date1991125
1991-12-21,10,10,Date1991126
1991-12-22,2,3,Date1991127
1991-12-23,3,3,Date1991121
1991-12-23,3,3,Date1991121
1991-12-24,2,2,Date1991122
1991-12-25,8,10,Date1991123
1991-12-26,8,9,Date1991124
1991-12-27,6,10,Date1991125
1991-12-27,6,10,Date1991125
1991-12-28,1,1,Date1991126
1991-12-29,5,5,Date1991127
1991-12-30,2,2,Date1991121
1991-12-30,2,2,Date1991121
1991-12-31,3,3,Date1991122
1992-01-01,2,2,Date1992013
1992-01-02,3,5,Date1992014
1992-01-03,4,4,Date1992015
1992-01-03,4,4,Date1992015
1992-01-04,10,16,Date1992016
1992-01-05,3,3,Date1992017
1992-01-06,4,4,Date1992011
1992-01-06,4,4,Date1992011
1992-01-07,5,7,Date1992012
1992-01-08,6,6,Date1992013
1992-01-09,3,4,Date1992014
1992-01-10,3,5,Date1992015
1992-01-10,3,5,Date1992015
1992-01-11,8,9,Date1992016
1992-01-12,3,3,Date1992017
1992-01-13,5,8,Date1992011
1992-01-13,5,8,Date1992011
1992-01-14,1,1,Date1992012
1992-01-15,3,3,Date1992013
1992-01-16,3,3,Date1992014
1992-01-17,5,5,Date1992015
1992-01-17,5,5,Date1992015
1992-01-18,6,6,Date1992016
1992-01-19,5,6,Date1992017
1992-01-20,4,4,Date1992011
1992-01-20,4,4,Date1992011
1992-01-21,5,6,Date1992012
1992-01-22,8,8,Date1992013
1992-01-23,4,4,Date1992014
1992-01-24,7,7,Date1992015
1992-01-24,7,7,Date1992015
1992-01-25,5,5,Date1992016
1992-01-26,4,4,Date1992017
1992-01-27,6,8,Date1992011
1992-01-27,6,8,Date1992011
1992-01-28,6,6,Date1992012
1992-01-29,2,2,Date1992013
1992-01-30,5,6,Date1992014
1992-01-31,8,15,Date1992015
1992-01-31,8,15,Date1992015
1992-02-01,4,4,Date1992026
1992-02-02,8,9,Date1992027
1992-02-03,2,2,Date1992021
1992-02-03,2,2,Date1992021
1992-02-04,2,2,Date1992022
1992-02-05,3,6,Date1992023
1992-02-06,4,5,Date1992024
1992-02-07,4,4,Date1992025
1992-02-07,4,4,Date1992025
1992-02-08,6,6,Date1992026
1992-02-09,9,10,Date1992027
1992-02-10,4,5,Date1992021
1992-02-10,4,5,Date1992021
1992-02-11,4,4,Date1992022
1992-02-12,4,4,Date1992023
1992-02-13,3,3,Date1992024
1992-02-14,5,6,Date1992025
1992-02-14,5,6,Date1992025
1992-02-15,8,15,Date1992026
1992-02-16,2,2,Date1992027
1992-02-17,2,2,Date1992021
1992-02-17,2,2,Date1992021
1992-02-18,0,0,Date1992022
1992-02-19,6,6,Date1992023
1992-02-20,5,5,Date1992024
1992-02-21,6,7,Date1992025
1992-02-21,6,7,Date1992025
1992-02-22,8,9,Date1992026
1992-02-23,5,5,Date1992027
1992-02-24,4,4,Date1992021
1992-02-24,4,4,Date1992021
1992-02-25,0,0,Date1992022
1992-02-26,3,3,Date1992023
1992-02-27,9,10,Date1992024
1992-02-28,4,4,Date1992025
1992-02-28,4,4,Date1992025
1992-02-29,6,6,Date1992026
1992-03-01,8,9,Date1992037
1992-03-02,2,2,Date1992031
1992-03-02,2,2,Date1992031
1992-03-03,6,7,Date1992032
1992-03-04,3,3,Date1992033
1992-03-05,3,4,Date1992034
1992-03-06,6,6,Date1992035
1992-03-06,6,6,Date1992035
1992-03-07,10,10,Date1992036
1992-03-08,1,1,Date1992037
1992-03-09,4,5,Date1992031
1992-03-09,4,5,Date1992031
1992-03-10,4,4,Date1992032
1992-03-11,0,0,Date1992033
1992-03-12,5,5,Date1992034
1992-03-13,2,3,Date1992035
1992-03-13,2,3,Date1992035
1992-03-14,8,8,Date1992036
1992-03-15,2,2,Date1992037
1992-03-16,2,2,Date1992031
1992-03-16,2,2,Date1992031
1992-03-17,4,4,Date1992032
1992-03-18,1,1,Date1992033
1992-03-19,7,7,Date1992034
1992-03-20,8,9,Date1992035
1992-03-20,8,9,Date1992035
1992-03-21,5,5,Date1992036
1992-03-22,9,10,Date1992037
1992-03-23,10,10,Date1992031
1992-03-23,10,10,Date1992031
1992-03-24,1,1,Date1992032
1992-03-25,3,3,Date1992033
1992-03-26,5,6,Date1992034
1992-03-27,10,11,Date1992035
1992-03-27,10,11,Date1992035
1992-03-28,10,11,Date1992036
1992-03-29,5,5,Date1992037
1992-03-30,5,5,Date1992031
1992-03-30,5,5,Date1992031
1992-03-31,2,2,Date1992032
1992-04-01,5,5,Date1992043
1992-04-02,6,6,Date1992044
1992-04-03,10,11,Date1992045
1992-04-03,10,11,Date1992045
1992-04-04,5,5,Date1992046
1992-04-05,8,15,Date1992047
1992-04-06,3,3,Date1992041
1992-04-06,3,3,Date1992041
1992-04-07,4,4,Date1992042
1992-04-08,8,8,Date1992043
1992-04-09,5,5,Date1992044
1992-04-10,5,5,Date1992045
1992-04-10,5,5,Date1992045
1992-04-11,6,6,Date1992046
1992-04-12,7,11,Date1992047
1992-04-13,2,2,Date1992041
1992-04-13,2,2,Date1992041
1992-04-14,5,5,Date1992042
1992-04-15,7,7,Date1992043
1992-04-16,4,6,Date1992044
1992-04-17,5,7,Date1992045
1992-04-17,5,7,Date1992045
1992-04-18,10,10,Date1992046
1992-04-19,6,7,Date1992047
1992-04-20,6,6,Date1992041
1992-04-20,6,6,Date1992041
1992-04-21,6,6,Date1992042
1992-04-22,1,1,Date1992043
1992-04-23,3,3,Date1992044
1992-04-24,8,10,Date1992045
1992-04-24,8,10,Date1992045
1992-04-25,5,6,Date1992046
1992-04-26,10,10,Date1992047
1992-04-27,2,2,Date1992041
1992-04-27,2,2,Date1992041
1992-04-28,4,4,Date1992042
1992-04-29,4,5,Date1992043
1992-04-30,4,4,Date1992044
1992-05-01,6,6,Date1992055
1992-05-01,6,6,Date1992055
1992-05-02,5,6,Date1992056
1992-05-03,7,7,Date1992057
1992-05-04,3,3,Date1992051
1992-05-04,3,3,Date1992051
1992-05-05,4,4,Date1992052
1992-05-06,2,2,Date1992053
1992-05-07,4,4,Date1992054
1992-05-08,8,11,Date1992055
1992-05-08,8,11,Date1992055
1992-05-09,5,5,Date1992056
1992-05-10,5,5,Date1992057
1992-05-11,5,6,Date1992051
1992-05-11,5,6,Date1992051
1992-05-12,4,4,Date1992052
1992-05-13,4,4,Date1992053
1992-05-14,2,2,Date1992054
1992-05-15,6,7,Date1992055
1992-05-15,6,7,Date1992055
1992-05-16,5,6,Date1992056
1992-05-17,4,4,Date1992057
1992-05-18,6,6,Date1992051
1992-05-18,6,6,Date1992051
1992-05-19,0,0,Date1992052
1992-05-20,4,4,Date1992053
1992-05-21,3,3,Date1992054
1992-05-22,7,8,Date1992055
1992-05-22,7,8,Date1992055
1992-05-23,5,7,Date1992056
1992-05-24,4,6,Date1992057
1992-05-25,5,5,Date1992051
1992-05-25,5,5,Date1992051
1992-05-26,4,5,Date1992052
1992-05-27,6,6,Date1992053
1992-05-28,3,4,Date1992054
1992-05-29,5,5,Date1992055
1992-05-29,5,5,Date1992055
1992-05-30,3,3,Date1992056
1992-05-31,4,4,Date1992057
1992-06-01,2,2,Date1992061
1992-06-01,2,2,Date1992061
1992-06-02,3,3,Date1992062
1992-06-03,3,3,Date1992063
1992-06-04,7,7,Date1992064
1992-06-05,7,7,Date1992065
1992-06-05,7,7,Date1992065
1992-06-06,2,2,Date1992066
1992-06-07,3,3,Date1992067
1992-06-08,4,8,Date1992061
1992-06-08,4,8,Date1992061
1992-06-09,1,1,Date1992062
1992-06-10,2,4,Date1992063
1992-06-11,2,2,Date1992064
1992-06-12,10,10,Date1992065
1992-06-12,10,10,Date1992065
1992-06-13,4,4,Date1992066
1992-06-14,8,8,Date1992067
1992-06-15,5,6,Date1992061
1992-06-15,5,6,Date1992061
1992-06-16,10,10,Date1992062
1992-06-17,3,3,Date1992063
1992-06-18,10,10,Date1992064
1992-06-19,6,6,Date1992065
1992-06-19,6,6,Date1992065
1992-06-20,10,12,Date1992066
1992-06-21,7,10,Date1992067
1992-06-22,3,3,Date1992061
1992-06-22,3,3,Date1992061
1992-06-23,3,3,Date1992062
1992-06-24,4,4,Date1992063
1992-06-25,2,2,Date1992064
1992-06-26,10,11,Date1992065
1992-06-26,10,11,Date1992065
1992-06-27,8,9,Date1992066
1992-06-28,4,6,Date1992067
1992-06-29,4,4,Date1992061
1992-06-29,4,4,Date1992061
1992-06-30,4,5,Date1992062
1992-07-01,5,5,Date1992073
1992-07-02,3,3,Date1992074
1992-07-03,4,4,Date1992075
1992-07-03,4,4,Date1992075
1992-07-04,3,4,Date1992076
1992-07-05,2,2,Date1992077
1992-07-06,2,2,Date1992071
1992-07-06,2,2,Date1992071
